,Referencia,Descripcion,Familia Padre,Familia,Subfamilia,Stock Fisico,Stock Operativo,Stock Comercial,Mar,Puerto,Despachado
4626,4274,Batidoras de mano Power TitanBlack 1500 XL PerfectCream&Crush,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,7009,6933,6933,0,0,2000
4627,5774,Aspirador vertical digital Conga Rockstar 2500 Advance ErgoWet,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,2349,2338,2338,0,0,0
4628,8105,Robot aspirador Conga 11090 Mopping Home&Clean,Aspiración y Limpieza,Robots,Robots aspiradores,1409,1022,1022,0,0,0
4629,8110,Aspirador de sólidos y líquidos Conga Wet&Dry T,Aspiración y Limpieza,Aspiradores trineo,Aspiradores Wet&Dry,1979,1973,1973,0,0,0
4630,5776,Aspirador vertical digital Conga Rockstar 3000 Advance Ergowet Connected IA,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,1744,1725,1725,0,0,0
4631,5770,Aspirador vertical digital Conga Rockstar 1700 Titanium ErgoWet,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,393,386,386,0,0,0
4632,8381,Aspirador de mano CONGA ROCKSTAR MICRO+,Aspiración y Limpieza,Aspiradores de mano,Aspiradores de mano BLDC,1318,966,966,0,0,0
4633,5518,Plancha vertical Fast&Furious 4040 Absolute,Cuidado de la ropa,Planchas,Planchas verticales,3041,2562,2562,0,0,0
4634,8594,Robot aspirador Conga 7490 Eternal Home X-Treme,Aspiración y Limpieza,Robots,Robots aspiradores,1077,949,949,0,0,0
4635,3621,TV QLED V3+ series VQU30085+,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,162,162,162,0,0,46
4636,4995,Accesorios freidora sin aceite Cecofry Pack Accessories,PAE Cocina,Freidoras,Freidoras sin aceite,14306,14163,14163,0,0,7696
4637,4992,Freidora de aire Cecofry Bombastik 6000,PAE Cocina,Freidoras,Freidoras sin aceite,12607,11612,11612,0,0,0
4638,5884,Radiador de aceite ReadyWarm 11000 Space,Cuidado del aire,Calefacción,Radiadores de aceite,18246,18173,18173,0,0,0
4639,7016,Bicicleta Mágnetica X-BIKE PRO,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,751,730,730,0,0,0
4640,3318,Freidora dietÈtica Cecofry Full InoxBlack 5500 Pro con accesorios,PAE Cocina,Freidoras,Freidoras sin aceite,17019,16995,16995,0,0,200
4641,2629,TV QLED V2 series VQU20075,Gama Marrón,Televisores,Televisores QLED,240,240,240,0,0,75
4642,3624,TV QLED V2 series VQU20075S,Gama Marrón,Televisores,Televisores QLED,104,104,104,0,0,103
4643,3620,TV QLED V3+ series VQU30075+,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,140,140,140,0,0,105
4644,3626,TV QLED V3+ series VQU30085+S,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,54,54,54,0,0,35
4645,1518,Espumador de leche Power Moca Spume 5000,PAE Cocina,Accesorios de café,Espumadores de café,3831,3798,3798,0,0,0
4646,7012,Bicicleta plegable X-Bike,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,607,595,595,0,0,1470
4647,7008,Bicicleta Extreme,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,184,181,181,0,0,0
4648,1509,Cafetera express Power Espresso 20 Matic,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,3462,3254,3254,0,0,0
4649,5771,Aspirador vertical digital Conga Rockstar 1700 Advance ErgoWet,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,3053,3013,3013,0,0,0
4650,1384,Microondas encastrable GrandHeat 2090 Built-In Touch White,PAE Cocina,Microondas,Microondas encastrables con plato,692,685,685,0,0,0
4652,2396,Congelador Bolero CoolMarket TF 90 white,GAE,Congeladores,Congeladores verticales,15,5,5,0,0,0
4653,1546,microondas 23l Pro Clean 4010,PAE Cocina,Microondas,Microondas solo,2429,2344,2344,0,0,0
4654,4138,Robot de cocina Mambo Cecotec 10070,PAE Cocina,Robots multifunción,Robots multifunción,1172,1172,1172,0,0,0
4655,5444,"Aspirador de mano Conga Immortal ExtremeSuction 11,1 V Hand",Aspiración y Limpieza,Aspiradores de mano,Aspiradores de mano,3490,3488,3488,0,0,0
4656,5713,Hidroaspirador Conga Triton 5000 UltraClean & Car,Aspiración y Limpieza,Hidrolimpiadoras,Hidroaspiradores,267,261,261,0,0,0
4657,4276,Licuadora de prensa fría Juice&Live 2500 EasyClean,PAE Cocina,Licuadoras,Licuadoras de prensa fría,432,368,368,0,0,0
4658,4290,Batidoras de mano Power TitanBlack 1200 XL,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,364,98,98,0,0,0
4659,8058,Aspirador de ventanas Conga Rockstar 3700 Glass,Aspiración y Limpieza,Aspiradores limpiacristales,Aspiradores limpiacristales,5652,5652,5652,0,0,0
4660,3351,Exprimidor eléctrico Zitra Full Steel,PAE Cocina,Exprimidores,Exprimidores eléctricos,7805,7778,7778,0,0,0
4661,4087,báscula de baño surface precision 9300 healthy,Cuidado personal,Básculas,Básculas de baño sin APP,1745,1633,1633,0,0,0
4662,4998,Freidora dietetica Cecofry Experience White 6000,PAE Cocina,Freidoras,Freidoras sin aceite,7629,7601,7601,0,0,0
4663,4086,bascula de baño surface precision 9200 healthy,Cuidado personal,Básculas,Básculas de baño sin APP,4038,3808,3808,0,0,0
4664,4089,bascula de baño surface precision 9450 full healthy,Cuidado personal,Básculas,Básculas de baño sin APP,1475,1413,1413,0,0,0
4665,4244,Secador Brushless Bamba Ionicare 6000 RockStar Soft,Cuidado personal,Secadores de pelo,Secadores de pelo BLDC,1302,1301,1301,0,0,0
4666,8008,Crepera Fun Crepestone Twin,PAE Cocina,Fun Cooking,Creperas,2260,2238,2238,0,0,0
4667,5840,  Ventilador de techo EnergySilence Aero 5350 Black Design,Cuidado del aire,Ventilación,Ventiladores de techo,187,186,186,0,0,0
4668,4116,Báscula de cocina CookControl 10000 Connected,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,5730,5711,5711,0,0,0
4669,4200,Secador DC Bamba IoniCare 5200 Aura,Cuidado personal,Secadores de pelo,Secadores de pelo DC,176,92,92,0,0,0
4670,4231,Plancha de pelo turmalina con ión RitualCare 885 Hidraprotect Ion,Cuidado personal,Planchas de pelo,Planchas de pelo estrechas con cable,413,396,396,0,0,0
4671,5283,Humidificador Pure Aroma 300 Yin,Cuidado del aire,Tratamiento del aire,Humidificadores,22226,21997,21997,0,0,0
4672,5439,"Aspirador de mano Conga Immortal ExtremeSuction 14,8 V Hand",Aspiración y Limpieza,Aspiradores de mano,Aspiradores de mano,3774,3455,3737,0,0,0
4673,5523,Plancha horizontal Fast&Furious 5040 Absolute,Cuidado de la ropa,Planchas,Planchas horizontales,4777,4660,4660,0,0,0
4674,4176,Accesorio batidora amasadora Twist&Fusion Salad,PAE Cocina,Batidoras,Batidoras amasadoras,143,143,143,0,0,0
4675,4181,Jarra purificadora de agua H2ONature 2400 Active Pro,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,338,337,337,0,0,0
4676,4230,Recortadora de barba multiusos Bamba PrecisionCare 7500 Power Blade,Cuidado personal,Afeitadoras,Recortadoras,1362,1242,1242,0,0,0
4677,1025,Set 6 cuchillos carne,Menaje,Cuchillos,Cuchillos,3642,3637,3637,0,0,0
4678,3165,Olla baja Polka Platinum 28 Low Pot Thunder,Menaje,Sartenes y Ollas,Ollas y cazos,193,192,192,0,0,0
4679,5604,Deshumidificador BigDry 2500 Pure Light,Cuidado del aire,Tratamiento del aire,Deshumidificadores,3127,3022,3022,0,0,0
4680,5635,Difusor de aroma PureAroma 500 Smart SunLight,Cuidado del aire,Tratamiento del aire,Humidificadores,1258,1258,1258,0,0,0
4681,8413,Aspirador vertical Scoba 2100 Twice Max,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,1381,1303,1303,0,0,0
4682,7325,Patinete eléctrico Bongo Serie D30 XL,Movilidad,Patinetes eléctricos,Patinetes eléctricos,1726,1717,1717,0,0,144
4683,2466,Lavadora Bolero DressCode 8500 Inverter A,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,2,-71,-71,0,0,0
4684,1485,Hervidor de agua Thermosense 420 Vintage Light Beige,PAE Cocina,Hervidores de agua,Hervidores de agua,1531,1531,1531,0,0,0
4685,7109,Patinete eléctrico Bongo Serie X65 Connected,Movilidad,Patinetes eléctricos,Patinetes eléctricos,338,332,332,0,0,200
4686,3001,Freidora dietetica Cecofry Compact Combi 4 L,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,91,90,90,0,0,0
4688,7000,Bicicleta Indoor DrumFit Indoor 7000 Magno Connected,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,182,180,180,0,0,668
4689,7317,Patinete eléctrico Bongo Serie Z Ultra,Movilidad,Patinetes eléctricos,Patinetes eléctricos,97,96,96,0,0,0
4690,2718,Lavadora Bolero DressCode 7300 Inverter A,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,56,-3,-3,0,0,0
4691,5332,Emisor térmico 8 elementos Ready Warm 1800 Thermal,Cuidado del aire,Calefacción,Emisores térmicos,3578,3574,3574,0,0,0
4692,1679,Microondas 20l con grill Grandheat 3110,PAE Cocina,Microondas,Microondas con grill,2523,2480,2480,0,0,0
4693,1530,microondas 20l Pro Clean 3060 mirror,PAE Cocina,Microondas,Microondas solo,2566,2334,2334,0,0,0
4694,1584,Cafetera espresso Cafelizzia 790 Steel Pro,PAE Cocina,Cafeteras,Cafeteras express,7296,7098,7098,0,0,0
4695,4304,Batidora de vaso Power Black Titanium 1800 Advance,PAE Cocina,Batidoras,Batidoras de vaso,647,609,609,0,0,0
4696,7094,Bicicleta Indoor DrumFit Indoor 6000 Forcis,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,1434,1389,1389,0,0,0
4697,6040,ALMOHADA FLOW PURECOMFORT 90 CM,Descanso,Descanso,Descanso,384,380,380,0,0,256
4698,1587,Microondas ProClean 2010,PAE Cocina,Microondas,Microondas solo,13507,12908,12908,0,0,0
4699,1533,microondas 20l con grill Pro clean 5120 mirror,PAE Cocina,Microondas,Microondas con grill,7048,7044,7044,0,0,0
4700,4147,Exprimidor eléctrico EssentialVita Adjust White,PAE Cocina,Exprimidores,Exprimidores eléctricos,3865,3627,3627,0,0,0
4701,5403,Hidrolimpiadora HidroBoost 1800,Aspiración y Limpieza,Hidrolimpiadoras,Hidrolimpiadoras a presión,2256,2248,2248,0,0,0
4702,4205,Secador AC Bamba IoniCare 5350 PowerShine Fire,Cuidado personal,Secadores de pelo,Secadores de pelo AC,2820,2655,2655,0,0,0
4703,5308,Calefactor cerámico básico 2000W HPC-D1503,Cuidado del aire,Calefacción,Calefactores cerámicos de sobremesa,422,415,415,0,0,0
4704,4254,Báscula de baño Surface Precision EcoPower 10200 Smart Healthy White,Cuidado personal,Básculas,Básculas de baño con APP,2481,2480,2480,0,0,0
4705,5570,Plancha horizontal Fast&Furious 5055 Pro,Cuidado de la ropa,Planchas,Planchas horizontales,5722,5233,5233,0,0,0
4707,4218,Cortapelos profesional con batería Bamba PrecisionCare ProClipper Titanium Go,Cuidado personal,Cortapelos,Cortapelos con batería,1203,1192,1192,0,0,0
4708,5531,Plancha horizontal anodizada Fast&Furious 6060 Ultra,Cuidado de la ropa,Centros de planchado,Planchas horizontales,1502,1496,1496,0,0,0
4709,3098,Exprimidor de brazo EssentialVita PowerFresh 600 Black,PAE Cocina,Exprimidores,Exprimidores eléctricos de brazo,4013,3996,3996,0,0,0
4710,5525,Plancha horizontal Fast&Furious 5060 Ultra,Cuidado de la ropa,Planchas,Planchas horizontales,449,357,357,0,0,0
4711,4265,Báscula de baño Surface Precision 10600 Smart Healthy Pro Dark Grey,Cuidado personal,Básculas,Básculas de baño con APP,381,373,373,0,0,0
4712,1999,Cafetera de goteo,PAE Cocina,Cafeteras,Cafeteras de goteo,2308,2225,2225,0,0,0
4713,8009,Crepera Fun Crepestone,PAE Cocina,Fun Cooking,Creperas,4370,3889,3889,0,0,0
4714,5649,Difusor de aroma PureAroma 550 Connected Black Woody,Cuidado del aire,Tratamiento del aire,Humidificadores,2532,2462,2462,0,0,0
4715,3229,Tostador plano Turbo EasyToast InoxDark,PAE Cocina,Tostadores,Tostadores verticales,8058,8036,8036,0,0,0
4716,4270,Batidoras de mano Power TitanBlack 1500 XL,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,11289,11172,11172,0,0,0
4717,3024,Rockn grill 1500W,PAE Cocina,Parillas eléctricas,Parillas eléctricas,1136,858,858,0,0,0
4718,4229,Trimmer Multigrooming Bamba PrecisionCare Extreme 5in1,Cuidado personal,Afeitadoras,Recortadoras,1823,1215,1603,0,0,0
4719,5647,Difusor de aroma PureAroma 550 Connected White Woody,Cuidado del aire,Tratamiento del aire,Humidificadores,988,988,988,0,0,0
4720,8004,Turbo easy toast inox,PAE Cocina,Tostadores,Tostadores planos,8846,8618,8618,0,0,0
4721,3085,Tostador vertical BigToast Extra,PAE Cocina,Tostadores,Tostadores verticales,2720,2712,2712,0,0,0
4722,3000,Parrilla Electrica Rock''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''',PAE Cocina,Parillas eléctricas,Parillas eléctricas,6776,6710,6710,0,0,0
4723,4198,Rizador automático Bamba SurfCare 750 Travel Magic Waves,Cuidado personal,Rizadores de pelo,Rizadores de pelo automáticos batería,887,886,886,0,0,0
4724,4232,Cortapelos con cable PrecisionCare Power Blade Titanium,Cuidado personal,Cortapelos,Recortadoras,2126,1910,2126,0,0,0
4725,4334,Depiladora Bamba SkinCare Depil-action (Exclusivo Consum),Cuidado personal,Depiladoras,Depiladoras de arranque,6802,6782,6782,0,0,0
4726,4149,Exprimidor eléctrico EssentialVita PowerAdjust 600 Black,PAE Cocina,Exprimidores,Exprimidores eléctricos,26,8,8,0,0,0
4727,4277,Molinillo SteelMill 2000 Adjust,PAE Cocina,Accesorios de café,Molinillos de café,3990,3977,3977,0,0,0
4728,4222,Pedicura Bamba SkinCare Silky,Cuidado personal,Cuidado de pies y manos,Pedicura,690,81,231,0,0,0
4729,5905,Ventilador de pie EnergySilence 530 Power Connected Black,Cuidado del aire,Ventilación,Ventiladores de pie,47,47,47,0,0,0
4730,5103,Plancha 3D ForceAnodized 750 Smart,Cuidado de la ropa,Planchas,Planchas horizontales,1431,1395,1395,0,0,0
4731,4069,Zitrus Easy Inox,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,3375,3370,3370,0,0,0
4732,8010,Tostador plano Turbo EasyToast Basic,PAE Cocina,Tostadores,Tostadores planos,12862,12732,12732,0,0,0
4733,5284,Humidificador Pure Aroma 150 Yang,Cuidado del aire,Tratamiento del aire,Humidificadores,8541,8056,8056,0,0,0
4734,1513,ThermoSense 220 Steel,PAE Cocina,Hervidores de agua,Hervidores de agua,4078,4059,4059,0,0,0
4735,5543,Plancha vertical Fast&Furious 4010 Vital,Cuidado de la ropa,Planchas,Planchas verticales,960,909,909,0,0,0
4736,2612,TV 0 Series 0032,Gama Marrón,Televisores,Televisores LED,1705,1666,1666,0,0,0
4737,2625,TV LED A3 series ALH30032S,Gama Marrón,Televisores,Televisores LED,2413,2337,2337,0,0,198
4738,6653,Colchón Flow PureVital 1900 90x190,Descanso,Descanso,Descanso,354,122,122,0,0,2804
4739,6656,Colchón Flow PureVital 1900 150x190,Descanso,Descanso,Descanso,96,10,10,0,0,880
4740,7930,Colchón Flow PureVital 1900 100x200,Descanso,Descanso,Descanso,9,9,9,0,0,8
4741,5583,Tabla de planchar StrongBoard 400 Borneo,Cuidado de la ropa,Accesorios de planchado,Tablas de planchar,84,81,81,0,0,0
4742,8423,Aspirador vertical Conga Rockstar 1500 DeepClean Jalisco,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,6936,6790,6790,0,0,2000
4743,5599,Conga Rockstar Multicyclonic Compact,Aspiración y Limpieza,Aspiradores trineo,Aspiradores trineo sin bolsa,12,11,11,0,0,8616
4745,5519,Plancha vertical Fast&Furious 4050 X-Treme,Cuidado de la ropa,Planchas,Planchas verticales,95,-241,-241,0,0,5696
4746,8176,Aire acondicionado portátil ForceClima 12600 Soundless Heating,Cuidado del aire,Ventilación,Aires acondicionados portátiles,135,124,124,0,0,0
4747,4080,StrongTitanium19000,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,2576,2556,2556,0,0,0
4748,1511,ThermoSense 370 Clear,PAE Cocina,Hervidores de agua,Hervidores de agua,2949,2923,2923,0,0,222
4750,4062,Batidora de mano powerfull titanium 1000 full,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,6,6,6,0,0,0
4752,1519,Espumador de leche Power Latte Spume 4000,PAE Cocina,Accesorios de café,Espumadores de café,7229,7146,7146,0,0,1968
4753,5515,Vaporeta de mano HydroSteam 1030 Active,Aspiración y Limpieza,Vaporetas,Vaporetras de mano,772,652,652,0,0,0
4754,5752,Aspirador vertical digital Conga Rockstar 880 Advance,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,14,14,14,0,0,0
4755,1597,Microondas Convection 2500,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,644,644,644,0,0,0
4757,4257,Máquina algodón de azucar Fun&Sugar,PAE Cocina,Fun Cooking,Máquinas de algodón de azucar,1390,1354,1354,0,0,0
4758,3315,Freidora dietética Cecofry Full Inox 5500 Pro,PAE Cocina,Freidoras,Freidoras sin aceite,6880,6602,6602,0,0,1976
4759,3142,Sartén Polka Excellence 24 Bucket Force,Menaje,Sartenes y Ollas,Sartenes,866,865,865,0,0,0
4760,4154,Licuadora XS Juice&Fresh 400 Titan White,PAE Cocina,Licuadoras,Licuadoras orbitales,373,373,373,0,0,0
4761,3139,Sartén Polka Excellence 18 Bucket Force,Menaje,Sartenes y Ollas,Sartenes,6,6,6,0,0,0
4764,5861,Aspirador vertical Conga Rockstar Nonstop Wet,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales batería,528,495,495,0,0,0
4765,3065,Parrilla eléctrica RocknGrill 1500 Rapid,PAE Cocina,Parillas eléctricas,Parillas eléctricas,13675,12806,13046,0,0,0
4766,4153,Licuadora XS Juice&Fresh 400 Titan Black,PAE Cocina,Licuadoras,Licuadoras orbitales,1370,1329,1329,0,0,0
4767,2469,Lavadora Bolero DressCode 9500 Inverter Steel A,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,637,547,547,0,0,0
4768,1502,Molinillo Eléctrico Titanmill 200,PAE Cocina,Accesorios de café,Molinillos de café,15471,15420,15420,0,0,0
4769,4318,Set de manicura Bamba PinkyCare 700 Perfect Nails,Cuidado personal,Cuidado de pies y manos,Manicura,3419,3194,3276,0,0,0
4770,5398,Termoventilador Ready Warm 9800 Force Horizon,Cuidado del aire,Calefacción,Termoventiladores,13069,13009,13009,0,0,0
4771,5802,Termoventilador Ready Warm 9890 Rotate Force,Cuidado del aire,Calefacción,Termoventiladores,1971,1953,1953,0,0,0
4772,5306,Termoventilador vertical Ready Warm 360º,Cuidado del aire,Calefacción,Termoventiladores,894,844,844,0,0,0
4773,5309,Calefactor cerámico Ready Warm 6100 Ceramic Rotate,Cuidado del aire,Calefacción,Calefactores cerámicos de sobremesa,128,90,90,0,0,0
4774,5341,Estufa de gas plegable Ready warm 4000 slim fold,Cuidado del aire,Calefacción,Estufas de gas,15284,15151,15151,0,0,0
4775,1522,microondas 20l Pro clean 3010,PAE Cocina,Microondas,Microondas solo,19890,19819,19819,0,0,0
4776,1523,microondas 20l con grill Pro Clean 3110,PAE Cocina,Microondas,Microondas con grill,6505,6426,6426,0,0,0
4777,1704,Microondas 20l ProClean 3010 Retro Beige,PAE Cocina,Microondas,Microondas solo,1255,1224,1224,0,0,0
4778,1705,Microondas 20l ProClean 3010 Retro Red,PAE Cocina,Microondas,Microondas solo,1215,1183,1183,0,0,0
4779,2683,Frigorífico Bolero MiniCooling 4L Habana White,GAE,Frigoríficos,Frigoríficos retro,478,473,473,0,0,0
4780,2685,Frigorífico Bolero MiniCooling 4L Habana Black,GAE,Frigoríficos,Frigoríficos retro,396,388,388,0,0,0
4781,2686,Frigorífico Bolero MiniCooling 4L Habana Red,GAE,Frigoríficos,Frigoríficos retro,420,402,402,0,0,0
4782,2687,Frigorífico Bolero MiniCooling 4L Habana Cream,GAE,Frigoríficos,Frigoríficos retro,477,464,464,0,0,0
4783,5445,"Aspirador de mano Conga Immortal ExtremeSuction 7,4 V Hand",Aspiración y Limpieza,Aspiradores de mano,Aspiradores de mano,2838,2796,2796,0,0,0
4784,5541,Aspirador vertical Conga PopStar 1000 Duo,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales cable,9020,8815,8815,0,0,0
4785,5672,"	Aspirador vertical Conga PopStar 600 Vital",Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales cable,7396,7095,7095,0,0,0
4786,5538,Plancha de viaje Fast&Furious 4000 Travel,Cuidado de la ropa,Planchas,Planchas de viaje,986,349,349,0,0,0
4787,5746,Quitapelusas Cut-X 4500 Cloth,Cuidado de la ropa,Accesorios de planchado,Quitapelusas,6386,6270,6270,0,0,0
4788,3179,Tostador vertical Toast&Taste 9000 Double,PAE Cocina,Tostadores,Tostadores verticales,2128,2099,2099,0,0,0
4789,3189,Tostador vertical Toast&Taste 10000 Extra White,PAE Cocina,Tostadores,Tostadores verticales,441,343,343,0,0,0
4790,3180,Tostador vertical Toast&Taste 10000 Extra,PAE Cocina,Tostadores,Tostadores verticales,1973,1943,1943,0,0,0
